"PropertyID","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude","LeaseTermTypeID","LeaseTermLow","LeaseTermHigh","SubmarketName","SpaceForLeaseID"
213113,16.95,"2010Q2","1_ClassA","3_FullService",1,22,2,1300,42.5642248,-70.9891046,1,3,5,"Danvers/Beverly",4835934
213113,16.95,"2010Q2","1_ClassA","3_FullService",6,20,2,1500,42.5642248,-70.9891046,1,3,5,"Danvers/Beverly",3625295
213815,16.5,"2010Q2","3_ClassC","3_FullService",1,39,3,646,42.518288,-70.9971194,5,NA,NA,"Peabody/Salem",4684546
213848,18.5,"2010Q2","2_ClassB","2_Between",2,16,2,408,42.517729,-70.973606,5,NA,NA,"Peabody/Salem",4548131
213913,25,"2010Q2","2_ClassB","1_Net",11,21,1,2140,42.51928,-70.893701,5,NA,NA,"Peabody/Salem",2634365
214015,10,"2010Q2","2_ClassB","1_Net",1,5,2,4000,42.547506,-70.879529,1,3,5,"Danvers/Beverly",4919391
214421,20.95,"2010Q2","2_ClassB","2_Between",7,24,5,1755,42.2974196,-71.421292,5,NA,NA,"Framingham/Natick",3475762
214515,18,"2010Q2","2_ClassB","1_Net",1,23,2,633,42.2982296,-71.4153871,5,NA,NA,"Framingham/Natick",4747761
215388,19,"2010Q2","1_ClassA","2_Between",4,28,4,2963,42.3120835,-71.389445,1,2,5,"Framingham/Natick",4181986
215811,11.57,"2010Q2","3_ClassC","2_Between",3,89,1,1867,42.2786,-71.418125,5,NA,NA,"Framingham/Natick",4309456
624708,29,"2010Q2","2_ClassB","2_Between",4,20,1,1338,42.3656001,-71.0774235,1,3,5,"E Cambridge/Kendall Sq",4069372
668026,10.58,"2010Q2","3_ClassC","3_FullService",9,88,2,725,42.5480184,-70.8843245,1,1,5,"Danvers/Beverly",2934498
676456,18.95,"2010Q2","1_ClassA","3_FullService",2,6,5,3131,42.5621875,-70.8895416,1,3,5,"Danvers/Beverly",4584718
765831,13,"2010Q2","2_ClassB","3_FullService",1,13,2,600,42.542569,-70.884596,1,1,3,"Danvers/Beverly",4998317
1344730,12,"2010Q2","3_ClassC","1_Net",3,6,1,2000,42.5201644,-70.9116026,5,NA,NA,"Peabody/Salem",4400138
1344730,10.5,"2010Q2","3_ClassC","1_Net",3,6,2,1600,42.5201644,-70.9116026,5,NA,NA,"Peabody/Salem",4400123
1538679,15,"2010Q2","3_ClassC","1_Net",12,21,2,2750,42.6163389,-70.6504799,1,3,5,"Essex/Gloucester",2416732
1538679,15,"2010Q2","3_ClassC","1_Net",7,22,2,2500,42.6163389,-70.6504799,1,3,5,"Essex/Gloucester",3402132
5324072,9.5,"2010Q2","2_ClassB","3_FullService",11,21,2,3728,42.6873498,-71.4309567,1,3,3,"Groton/Townsend",2579383
7510103,12.63,"2010Q2","3_ClassC","2_Between",1,100,1,1188,42.2798249,-71.4182001,5,NA,NA,"Framingham/Natick",4916310
53673,44,"2010Q3","1_ClassA","2_Between",2,27,17,2599,42.3623819,-71.0813355,5,NA,NA,"E Cambridge/Kendall Sq",4733006
213140,18.95,"2010Q3","1_ClassA","3_FullService",2,11,2,1320.5,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",4942299
213799,18.94,"2010Q3","3_ClassC","2_Between",3,29,1,950,42.5453282,-70.9461441,1,1,1,"Peabody/Salem",4604225
213799,14.25,"2010Q3","3_ClassC","2_Between",3,29,2,800,42.5453282,-70.9461441,1,1,1,"Peabody/Salem",4604229
213977,13,"2010Q3","2_ClassB","3_FullService",9,20,2,1168,42.5850799,-70.9629536,1,2,3,"Danvers/Beverly",3125237
213988,14,"2010Q3","2_ClassB","3_FullService",9,17,2,1285,42.5859764,-70.9632865,1,2,3,"Danvers/Beverly",3125221
214048,12,"2010Q3","3_ClassC","3_FullService",1,55,2,1500,42.5478562,-70.8792564,5,NA,NA,"Danvers/Beverly",5118877
214336,51,"2010Q3","1_ClassA","1_Net",8,3,2,5895,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451711
214336,51,"2010Q3","1_ClassA","1_Net",8,3,2,7999,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451717
214614,13,"2010Q3","2_ClassB","3_FullService",10,21,2,1400,42.3026578,-71.333964,5,NA,NA,"Framingham/Natick",2867519
214635,19,"2010Q3","3_ClassC","3_FullService",5,89,2,1800,42.369336,-71.078693,1,1,5,"E Cambridge/Kendall Sq",4045919
214715,25,"2010Q3","2_ClassB","2_Between",0,27,1,4130,42.369935,-71.079627,1,5,5,"E Cambridge/Kendall Sq",5383828
214862,20,"2010Q3","2_ClassB","2_Between",6,26,2,2500,42.366825,-71.082718,NA,NA,NA,"E Cambridge/Kendall Sq",3940763
215162,33,"2010Q3","2_ClassB","2_Between",3,22,3,38948,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",4600826
215162,33,"2010Q3","2_ClassB","2_Between",3,22,4,5803,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",4600865
215162,33,"2010Q3","2_ClassB","2_Between",8,21,3,5265,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",3405163
215593,20,"2010Q3","2_ClassB","2_Between",3,23,2,566,42.2827126,-71.3841406,5,NA,NA,"Framingham/Natick",4466048
218659,13,"2010Q3","3_ClassC","2_Between",14,9,2,400,42.328241,-71.403331,5,NA,NA,"Framingham/Natick",2110076
218659,13.33,"2010Q3","3_ClassC","2_Between",4,11,2,900,42.328241,-71.403331,5,NA,NA,"Framingham/Natick",4261883
218742,21,"2010Q3","2_ClassB","2_Between",4,24,2,1875,42.2976662,-71.4854505,5,NA,NA,"Framingham/Natick",4255008
430708,13,"2010Q3","3_ClassC","2_Between",4,29,2,900,42.3293252,-71.4343954,5,NA,NA,"Framingham/Natick",4284722
588623,40,"2010Q3","1_ClassA","2_Between",8,7,2,6286,42.364153,-71.092692,5,NA,NA,"E Cambridge/Kendall Sq",3397493
626279,14.5,"2010Q3","3_ClassC","2_Between",7,76,2,500,42.2900129,-71.4256545,5,NA,NA,"Framingham/Natick",3666629
676837,14.52,"2010Q3","3_ClassC","3_FullService",2,95,3,500,42.5224681,-70.896121,1,1,3,"Peabody/Salem",5000246
685811,20.46,"2010Q3","2_ClassB","2_Between",5,7,3,5250,42.510254,-70.855917,1,1,10,"Peabody/Salem",4032006
1256258,24,"2010Q3","2_ClassB","3_FullService",6,9,1,680,42.5619307,-70.812945,5,NA,NA,"Danvers/Beverly",3871178
1256258,30,"2010Q3","2_ClassB","3_FullService",5,9,1,396,42.5619307,-70.812945,5,NA,NA,"Danvers/Beverly",4154747
6972168,45,"2010Q3","2_ClassB","1_Net",5,1,1,2145,42.3705304,-71.0771346,5,NA,NA,"E Cambridge/Kendall Sq",4117814
7036150,17.2,"2010Q3","2_ClassB","3_FullService",5,21,1,1500,42.5009083,-70.8543497,1,1,5,"Peabody/Salem",4023687
7266049,12,"2010Q3","3_ClassC","2_Between",3,54,1,2654,42.5190848,-70.8930821,1,2,5,"Peabody/Salem",4457954
8994,14.5,"2010Q4","2_ClassB","3_FullService",13,19,1,799,42.56487,-70.97487,5,NA,NA,"Danvers/Beverly",2499003
46007,13,"2010Q4","3_ClassC","1_Net",2,96,2,1100,42.5221658,-70.8960518,1,1,3,"Peabody/Salem",5254575
102229,13.39,"2010Q4","2_ClassB","2_Between",5,6,1,1120,42.632294,-70.781624,5,NA,NA,"Essex/Gloucester",4218387
102229,13.39,"2010Q4","2_ClassB","2_Between",5,6,1,1120,42.632294,-70.781624,5,NA,NA,"Essex/Gloucester",4218390
212977,14,"2010Q4","2_ClassB","2_Between",2,36,1,1200,42.5239358,-70.9969911,1,3,5,"Peabody/Salem",5164060
213043,20,"2010Q4","2_ClassB","2_Between",8,19,3,1094,42.5205362,-70.9713275,5,NA,NA,"Peabody/Salem",3623052
213093,14.95,"2010Q4","1_ClassA","3_FullService",5,10,2,4293.5,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",4352974
213093,14.95,"2010Q4","1_ClassA","3_FullService",5,10,4,3007,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",4352984
213140,18.95,"2010Q4","1_ClassA","3_FullService",3,11,2,1059,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",4942306
213830,9,"2010Q4","3_ClassC","3_FullService",0,32,1,678,42.5471359,-70.9793212,1,1,1,"Peabody/Salem",5578208
214678,21.6,"2010Q4","2_ClassB","3_FullService",2,24,3,1000,42.2997103,-71.4426188,5,NA,NA,"Framingham/Natick",5180638
214862,20,"2010Q4","2_ClassB","2_Between",7,26,2,3500,42.366825,-71.082718,NA,NA,NA,"E Cambridge/Kendall Sq",3940765
214862,20,"2010Q4","2_ClassB","2_Between",3,27,2,7800,42.366825,-71.082718,NA,NA,NA,"E Cambridge/Kendall Sq",4984313
215162,33,"2010Q4","2_ClassB","2_Between",2,23,1,2663,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",5161384
215388,17.75,"2010Q4","1_ClassA","2_Between",11,27,4,1120,42.3120835,-71.389445,1,2,5,"Framingham/Natick",5455196
6688147,14.4,"2010Q4","2_ClassB","3_FullService",2,59,1,1000,42.6759999,-71.3355556,5,NA,NA,"Groton/Townsend",5265932
7752131,20.4,"2010Q4","2_ClassB","3_FullService",1,29,1,500,42.523284,-70.8953862,1,1,1,"Peabody/Salem",5495639
46007,20,"2011Q1","3_ClassC","3_FullService",0,97,1,880,42.5221658,-70.8960518,1,1,3,"Peabody/Salem",5835005
53673,44,"2011Q1","1_ClassA","2_Between",4,27,18,1693,42.3623819,-71.0813355,5,NA,NA,"E Cambridge/Kendall Sq",4733020
53673,44,"2011Q1","1_ClassA","2_Between",4,27,18,7048,42.3623819,-71.0813355,5,NA,NA,"E Cambridge/Kendall Sq",4733024
212968,14.95,"2011Q1","2_ClassB","3_FullService",10,10,2,6034,42.5610185,-70.8873184,5,NA,NA,"Danvers/Beverly",3511549
213017,15,"2011Q1","2_ClassB","2_Between",1,27,3,2562,42.5188088,-70.9959735,5,NA,NA,"Peabody/Salem",5589027
213017,15,"2011Q1","2_ClassB","2_Between",13,24,4,1950,42.5188088,-70.9959735,1,3,5,"Peabody/Salem",2836838
213093,14.95,"2011Q1","1_ClassA","3_FullService",4,11,4,375,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",4942243
213140,22.35,"2011Q1","1_ClassA","2_Between",3,11,4,481,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",5257872
213848,18.31,"2011Q1","2_ClassB","3_FullService",3,17,2,721,42.517729,-70.973606,1,1,3,"Peabody/Salem",5149348
214015,12,"2011Q1","2_ClassB","3_FullService",3,5,2,1000,42.547506,-70.879529,5,NA,NA,"Danvers/Beverly",5099619
214015,13.09,"2011Q1","2_ClassB","3_FullService",4,5,2,2200,42.547506,-70.879529,1,3,5,"Danvers/Beverly",4922759
214248,20,"2011Q1","2_ClassB","2_Between",1,25,4,1600,42.308483,-71.3812279,5,NA,NA,"Framingham/Natick",5697133
214494,30,"2011Q1","2_ClassB","2_Between",3,20,3,3156,42.362388,-71.0823606,1,3,5,"E Cambridge/Kendall Sq",5220536
214543,53,"2011Q1","1_ClassA","1_Net",3,11,1,6593,42.3634811,-71.0924978,5,NA,NA,"E Cambridge/Kendall Sq",5041118
214633,16.5,"2011Q1","2_ClassB","2_Between",9,24,1,1368,42.2989466,-71.3601593,1,3,5,"Framingham/Natick",3723878
214773,25,"2011Q1","1_ClassA","3_FullService",15,24,2,1735,42.368652,-71.075303,1,3,5,"E Cambridge/Kendall Sq",2425797
215001,16,"2011Q1","2_ClassB","2_Between",4,25,1,1565,42.302049,-71.36238,1,1,5,"Framingham/Natick",4862706
215366,18,"2011Q1","2_ClassB","2_Between",1,3,1,1710,42.3120842,-71.3922845,5,NA,NA,"Framingham/Natick",5658764
215593,19,"2011Q1","2_ClassB","3_FullService",7,23,2,895,42.2827126,-71.3841406,1,2,5,"Framingham/Natick",4048197
216828,16,"2011Q1","3_ClassC","2_Between",1,100,3,1300,42.3711201,-71.0799897,1,1,5,"E Cambridge/Kendall Sq",5637025
218722,13.5,"2011Q1","3_ClassC","3_FullService",3,21,2,660,42.3002138,-71.4090234,5,NA,NA,"Framingham/Natick",5112944
588623,40,"2011Q1","1_ClassA","2_Between",3,9,2,5170,42.364153,-71.092692,5,NA,NA,"E Cambridge/Kendall Sq",5041138
676456,18.95,"2011Q1","1_ClassA","3_FullService",5,6,4,4410,42.5621875,-70.8895416,1,3,5,"Danvers/Beverly",4584703
685811,18,"2011Q1","2_ClassB","3_FullService",4,8,2,1266,42.510254,-70.855917,5,NA,NA,"Peabody/Salem",4984524
1538679,15,"2011Q1","3_ClassC","1_Net",3,24,2,1400,42.6163389,-70.6504799,1,3,5,"Essex/Gloucester",5190446
6838164,13.71,"2011Q1","3_ClassC","2_Between",0,101,1,1400,42.630261,-70.772767,1,1,5,"Essex/Gloucester",5833837
7174509,12.5,"2011Q1","3_ClassC","1_Net",6,24,1,6512,42.2789462,-71.4203654,5,NA,NA,"Framingham/Natick",4309314
53673,48,"2011Q2","1_ClassA","2_Between",10,25,16,11413,42.3623819,-71.0813355,5,NA,NA,"E Cambridge/Kendall Sq",3645321
53673,48,"2011Q2","1_ClassA","2_Between",3,27,17,3808,42.3623819,-71.0813355,5,NA,NA,"E Cambridge/Kendall Sq",5433599
53694,44,"2011Q2","1_ClassA","3_FullService",4,24,13,5089,42.3622566,-71.0797989,5,NA,NA,"E Cambridge/Kendall Sq",5102215
213043,20,"2011Q2","2_ClassB","2_Between",10,19,2,3623,42.5205362,-70.9713275,5,NA,NA,"Peabody/Salem",3623056
213043,20,"2011Q2","2_ClassB","2_Between",9,20,2,610,42.5205362,-70.9713275,5,NA,NA,"Peabody/Salem",3817673
213093,6.75,"2011Q2","1_ClassA","3_FullService",7,10,5,4972,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",4352977
213093,24.38,"2011Q2","1_ClassA","2_Between",4,11,2,1083,42.5597363,-70.8861791,1,1,5,"Danvers/Beverly",5257839
213140,18.95,"2011Q2","1_ClassA","2_Between",7,10,3,4478,42.5558806,-70.882639,1,1,5,"Danvers/Beverly",4353016
213415,9.95,"2011Q2","2_ClassB","3_FullService",2,7,2,2600,42.560495,-70.969701,1,1,5,"Danvers/Beverly",5623548
213415,9.95,"2011Q2","2_ClassB","3_FullService",8,6,1,2000,42.560495,-70.969701,1,1,5,"Danvers/Beverly",4120441
213415,9.95,"2011Q2","2_ClassB","3_FullService",2,7,1,950,42.560495,-70.969701,1,1,5,"Danvers/Beverly",5691283
213421,16.36,"2011Q2","3_ClassC","3_FullService",1,30,1,2300,42.5515006,-70.9456824,1,1,5,"Danvers/Beverly",5920854
213788,15.5,"2011Q2","3_ClassC","3_FullService",11,21,2,1723,42.5445783,-70.945824,5,NA,NA,"Peabody/Salem",3464986
213788,14.5,"2011Q2","3_ClassC","3_FullService",11,21,2,1200,42.5445783,-70.945824,5,NA,NA,"Peabody/Salem",3463459
213788,15.5,"2011Q2","3_ClassC","3_FullService",7,22,2,1904,42.5445783,-70.945824,5,NA,NA,"Peabody/Salem",4283678
213982,12,"2011Q2","2_ClassB","3_FullService",5,22,2,2317,42.5855775,-70.9631145,1,2,3,"Danvers/Beverly",4707610
213982,12,"2011Q2","2_ClassB","3_FullService",5,22,1,2317,42.5855775,-70.9631145,1,2,3,"Danvers/Beverly",4661018
213988,14,"2011Q2","2_ClassB","3_FullService",3,19,2,1285,42.5859764,-70.9632865,1,2,3,"Danvers/Beverly",5348791
214048,10,"2011Q2","3_ClassC","3_FullService",4,55,3,500,42.5478562,-70.8792564,5,NA,NA,"Danvers/Beverly",5118902
214048,14.5,"2011Q2","3_ClassC","3_FullService",4,55,1,1560,42.5478562,-70.8792564,5,NA,NA,"Danvers/Beverly",5118866
214333,16,"2011Q2","2_ClassB","2_Between",2,18,1,2023.5,42.3109365,-71.3867503,5,NA,NA,"Framingham/Natick",5667047
214475,15,"2011Q2","3_ClassC","1_Net",2,24,1,1300,42.301751,-71.404309,1,3,5,"Framingham/Natick",5669584
214715,24,"2011Q2","2_ClassB","2_Between",5,27,3,2501,42.369935,-71.079627,1,5,5,"E Cambridge/Kendall Sq",4723923
215162,33,"2011Q2","2_ClassB","2_Between",11,21,1,4377.5,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",3404948
215162,33,"2011Q2","2_ClassB","2_Between",11,21,4,2197,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",3405501
215250,18.5,"2011Q2","2_ClassB","2_Between",0,8,3,5148,42.3222391,-71.3539373,5,NA,NA,"Framingham/Natick",6152787
215250,18.5,"2011Q2","2_ClassB","2_Between",4,7,1,3107,42.3222391,-71.3539373,5,NA,NA,"Framingham/Natick",5264096
215388,18,"2011Q2","1_ClassA","2_Between",2,29,2,1652,42.3120835,-71.389445,5,NA,NA,"Framingham/Natick",5715390
215672,17,"2011Q2","2_ClassB","2_Between",10,38,2,1550,42.309574,-71.383718,1,1,5,"Framingham/Natick",6131363
215691,13.5,"2011Q2","3_ClassC","2_Between",8,29,2,2300,42.3125689,-71.3368179,1,3,5,"Framingham/Natick",4040480
216828,15,"2011Q2","3_ClassC","2_Between",4,100,2,1100,42.3711201,-71.0799897,1,1,5,"E Cambridge/Kendall Sq",5042694
217782,19,"2011Q2","2_ClassB","3_FullService",6,29,1,6488,42.2826973,-71.3875353,1,1,5,"Framingham/Natick",4622538
365687,14,"2011Q2","3_ClassC","1_Net",0,35,1,4000,42.5972597,-70.9601282,1,1,5,"Danvers/Beverly",6152912
624708,29,"2011Q2","2_ClassB","2_Between",3,21,1,1850,42.3656001,-71.0774235,1,2,5,"E Cambridge/Kendall Sq",5317291
668026,10,"2011Q2","3_ClassC","3_FullService",11,88,2,570,42.5480184,-70.8843245,1,1,5,"Danvers/Beverly",3500677
676456,18.95,"2011Q2","1_ClassA","3_FullService",5,7,5,8153,42.5621875,-70.8895416,1,1,5,"Danvers/Beverly",4942169
763557,13,"2011Q2","2_ClassB","3_FullService",2,10,2,4630,42.556623,-70.924269,5,NA,NA,"Danvers/Beverly",5733428
7302070,15,"2011Q2","3_ClassC","2_Between",6,39,1,600,42.5116434,-70.9468925,5,NA,NA,"Peabody/Salem",4529297
9067,14.95,"2011Q3","3_ClassC","2_Between",2,23,3,1054,42.5371054,-70.9510096,5,NA,NA,"Peabody/Salem",5815210
213884,16.5,"2011Q3","2_ClassB","3_FullService",7,51,3,3500,42.519654,-70.897934,5,NA,NA,"Peabody/Salem",4568436
214543,40,"2011Q3","1_ClassA","3_FullService",2,12,1,790,42.3634811,-71.0924978,5,NA,NA,"E Cambridge/Kendall Sq",5830750
214635,21.5,"2011Q3","3_ClassC","2_Between",4,90,1,1550,42.369336,-71.078693,5,NA,NA,"E Cambridge/Kendall Sq",5331483
214635,21.5,"2011Q3","3_ClassC","2_Between",4,90,1,1700,42.369336,-71.078693,5,NA,NA,"E Cambridge/Kendall Sq",5686947
215162,33,"2011Q3","2_ClassB","2_Between",12,21,1,7444,42.3697075,-71.0779185,5,NA,NA,"E Cambridge/Kendall Sq",3433522
215493,20,"2011Q3","1_ClassA","2_Between",7,33,2,4500,42.3129804,-71.3907417,5,NA,NA,"Framingham/Natick",4581831
217788,16,"2011Q3","3_ClassC","2_Between",7,24,2,579,42.3016383,-71.3619442,5,NA,NA,"Framingham/Natick",4463790
217788,16,"2011Q3","3_ClassC","2_Between",7,24,2,1379,42.3016383,-71.3619442,5,NA,NA,"Framingham/Natick",4463800
523493,19,"2011Q3","2_ClassB","1_Net",10,9,2,8400,42.3005615,-71.4385934,5,NA,NA,"Framingham/Natick",3864639
523493,19,"2011Q3","2_ClassB","1_Net",10,9,1,8400,42.3005615,-71.4385934,5,NA,NA,"Framingham/Natick",3864635
523493,19,"2011Q3","2_ClassB","1_Net",10,9,3,8400,42.3005615,-71.4385934,5,NA,NA,"Framingham/Natick",3864646
620394,19.2,"2011Q3","3_ClassC","2_Between",3,29,1,1000,42.541635,-70.974801,1,3,10,"Peabody/Salem",5536105
685811,20.46,"2011Q3","2_ClassB","2_Between",4,8,3,5250,42.510254,-70.855917,1,1,10,"Peabody/Salem",5291265
803027,20,"2011Q3","2_ClassB","1_Net",6,11,1,10000,42.2872885,-71.4324799,5,NA,NA,"Framingham/Natick",4971198
5583321,8,"2011Q3","3_ClassC","2_Between",11,91,2,1440,42.284672,-71.421905,5,NA,NA,"Framingham/Natick",3539838
5583321,8,"2011Q3","3_ClassC","2_Between",11,91,3,1440,42.284672,-71.421905,5,NA,NA,"Framingham/Natick",3539839
46007,14.4,"2011Q4","3_ClassC","3_FullService",5,96,2,625,42.5221658,-70.8960518,5,NA,NA,"Peabody/Salem",5444017
46007,16,"2011Q4","3_ClassC","3_FullService",1,97,4,983,42.5221658,-70.8960518,1,1,5,"Peabody/Salem",6275944
212968,14.95,"2011Q4","2_ClassB","3_FullService",3,13,2,2733,42.5610185,-70.8873184,5,NA,NA,"Danvers/Beverly",5822038
213093,8.95,"2011Q4","1_ClassA","3_FullService",3,12,3,3270,42.5597363,-70.8861791,5,NA,NA,"Danvers/Beverly",5822057
213140,17.56,"2011Q4","1_ClassA","3_FullService",3,12,4,402,42.5558806,-70.882639,5,NA,NA,"Danvers/Beverly",5822002
213937,9.43,"2011Q4","3_ClassC","3_FullService",14,13,2,800,42.5207091,-70.8939673,5,NA,NA,"Peabody/Salem",3101852
214300,23.5,"2011Q4","1_ClassA","2_Between",3,26,3,1800,42.303632,-71.377115,5,NA,NA,"Framingham/Natick",5945806
214307,30,"2011Q4","1_ClassA","3_FullService",7,7,1,1422,42.3638373,-71.0815324,1,5,10,"E Cambridge/Kendall Sq",4701443
214307,30,"2011Q4","1_ClassA","3_FullService",5,7,1,1400,42.3638373,-71.0815324,1,5,10,"E Cambridge/Kendall Sq",5280501
214336,51,"2011Q4","1_ClassA","1_Net",13,3,4,7484,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451786
214336,51,"2011Q4","1_ClassA","1_Net",13,3,4,4382,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451780
214336,51,"2011Q4","1_ClassA","1_Net",13,3,1,6043,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451665
214336,51,"2011Q4","1_ClassA","1_Net",13,3,3,7071,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451733
214336,51,"2011Q4","1_ClassA","1_Net",13,3,3,7857,42.3643253,-71.0794652,5,NA,NA,"E Cambridge/Kendall Sq",3451730
214633,16.5,"2011Q4","2_ClassB","2_Between",4,26,3,3061,42.2989466,-71.3601593,1,3,5,"Framingham/Natick",5597583
214715,25,"2011Q4","2_ClassB","2_Between",1,28,1,1948,42.369935,-71.079627,1,3,5,"E Cambridge/Kendall Sq",6396928
215488,35,"2011Q4","1_ClassA","1_Net",3,27,2,1278,42.3660272,-71.0909335,5,NA,NA,"E Cambridge/Kendall Sq",5748699
216469,16.5,"2011Q4","2_ClassB","2_Between",5,24,3,1998,42.2990164,-71.4490953,1,3,5,"Framingham/Natick",5489035
676456,18.95,"2011Q4","1_ClassA","2_Between",6,7,3,1784,42.5621875,-70.8895416,1,1,5,"Danvers/Beverly",5257881
676837,15,"2011Q4","3_ClassC","3_FullService",7,95,3,460,42.5224681,-70.896121,1,1,3,"Peabody/Salem",4998387
765831,9.99,"2011Q4","2_ClassB","2_Between",13,11,2,2020,42.542569,-70.884596,1,1,5,"Danvers/Beverly",3374445
1455005,16.56,"2011Q4","3_ClassC","3_FullService",2,41,1,500,42.32823,-71.405157,1,1,1,"Framingham/Natick",6081850
6053229,16,"2011Q4","2_ClassB","1_Net",2,51,5,2000,42.5235329,-70.8939342,5,NA,NA,"Peabody/Salem",6006271
9196,17.5,"2005Q2","1_ClassA","2_Between",5,20,5,6243,42.3409837,-71.5830821,NA,NA,NA,"The Boroughs",709824
9196,17.5,"2005Q2","1_ClassA","2_Between",5,20,3,2669,42.3409837,-71.5830821,NA,NA,NA,"The Boroughs",709819
214236,25,"2005Q2","1_ClassA","3_FullService",8,6,1,10000,42.300243,-71.349146,1,5,10,"Framingham/Natick",1107635
214360,21,"2005Q2","1_ClassA","2_Between",5,15,1,4486,42.4948746,-71.1894926,1,5,10,"Burlington/Woburn",663752
214488,19,"2005Q2","2_ClassB","2_Between",3,18,1,5817,42.3337716,-71.5929621,1,3,5,"The Boroughs",820382
214663,22,"2005Q2","1_ClassA","3_FullService",1,19,2,2341,42.485462,-71.210722,1,3,3,"Burlington/Woburn",919706
214689,18,"2005Q2","1_ClassA","3_FullService",5,6,1,9235,42.4896405,-71.2236696,NA,NA,NA,"Burlington/Woburn",658480
214693,22,"2005Q2","1_ClassA","2_Between",12,4,3,17024.5,42.493707,-71.189662,NA,NA,NA,"Burlington/Woburn",338727
214839,22,"2005Q2","1_ClassA","3_FullService",4,13,2,5046,42.485367,-71.212264,1,5,5,"Burlington/Woburn",732189
214961,22,"2005Q2","1_ClassA","3_FullService",0,15,1,3911,42.482358,-71.207581,1,3,5,"Burlington/Woburn",929429
214961,22,"2005Q2","1_ClassA","3_FullService",1,15,2,4174,42.482358,-71.207581,1,5,5,"Burlington/Woburn",919787
215197,18,"2005Q2","2_ClassB","2_Between",2,19,3,698,42.33987,-71.579575,1,3,5,"The Boroughs",849887
215244,22,"2005Q2","1_ClassA","3_FullService",4,6,3,20728,42.481242,-71.20843,1,5,5,"Burlington/Woburn",732209
215244,22,"2005Q2","1_ClassA","3_FullService",1,7,4,7173,42.481242,-71.20843,1,3,3,"Burlington/Woburn",888255
215244,22,"2005Q2","1_ClassA","3_FullService",2,6,3,5684,42.481242,-71.20843,1,5,5,"Burlington/Woburn",839481
215305,23,"2005Q2","1_ClassA","3_FullService",1,21,4,2478,42.491254,-71.196587,NA,NA,NA,"Burlington/Woburn",927796
215305,23,"2005Q2","1_ClassA","3_FullService",1,21,2,1773,42.491254,-71.196587,NA,NA,NA,"Burlington/Woburn",885407
215388,19,"2005Q2","1_ClassA","2_Between",1,24,2,2125,42.3120835,-71.389445,5,NA,NA,"Framingham/Natick",914495
215415,18,"2005Q2","2_ClassB","2_Between",1,24,2,1050,42.340409,-71.578397,1,5,5,"The Boroughs",913357
215578,17.95,"2005Q2","1_ClassA","2_Between",9,7,1,1170,42.5064148,-71.1346403,NA,NA,NA,"Burlington/Woburn",498345
215593,18,"2005Q2","2_ClassB","2_Between",0,19,2,1275,42.2827126,-71.3841406,1,2,5,"Framingham/Natick",1090287
215718,14,"2005Q2","1_ClassA","2_Between",1,17,1,4832,42.349071,-71.58028,NA,NA,NA,"The Boroughs",901142
216469,16.5,"2005Q2","2_ClassB","2_Between",1,19,1,1002,42.2990164,-71.4490953,NA,NA,NA,"Framingham/Natick",923776
216501,12,"2005Q2","3_ClassC","2_Between",1,15,5,15000,42.2759183,-71.426289,1,3,5,"Framingham/Natick",878983
216743,16.28,"2005Q2","3_ClassC","2_Between",4,24,2,700,42.504596,-71.194347,NA,NA,NA,"Burlington/Woburn",737506
217275,20.5,"2005Q2","3_ClassC","1_Net",2,33,1,729,42.3010394,-71.4340415,NA,NA,NA,"Framingham/Natick",828786
217623,14,"2005Q2","2_ClassB","2_Between",3,17,2,1900,42.340775,-71.580029,1,5,5,"The Boroughs",805111
619186,35,"2005Q2","2_ClassB","1_Net",0,30,2,1200,42.3730401,-71.1206193,5,NA,NA,"Mid-Cambridge/Harvard Sq",1110085
9196,17.5,"2005Q3","1_ClassA","2_Between",6,20,4,3300,42.3409837,-71.5830821,NA,NA,NA,"The Boroughs",709822
