"","AskingRate","QuarterOff","BldgClass","ST","Quarters","ListAge","Floor","AvgSqft","Latitude","Longitude"
"1857949",23,"2005Q2","1_ClassA","3_FullService",9,19,3,9903,42.36668,-71.091
"1857950",26.5,"2006Q3","1_ClassA","3_FullService",14,19,3,4304,42.36668,-71.091
"1857951",26.5,"2006Q3","1_ClassA","3_FullService",14,19,2,8217,42.36668,-71.091
"1857965",24,"2007Q1","2_ClassB","0_Unknown",0,9,3,5500,42.3677442,-71.0854962
"1857969",19.5,"2008Q4","2_ClassB","0_Unknown",2,17,1,3959,42.3510102,-71.2064448
"1857970",22,"2007Q3","2_ClassB","0_Unknown",2,16,3,3800,42.3510102,-71.2064448
"1857976",16,"2010Q1","2_ClassB","3_FullService",2,24,2,1600,42.3486249,-71.5218752
"1857977",16,"2010Q1","2_ClassB","3_FullService",2,24,3,1400,42.3486249,-71.5218752
"1858011",18,"2005Q2","2_ClassB","3_FullService",5,24,4,1200,42.3470967,-71.1414663
"1858012",21,"2007Q4","2_ClassB","2_Between",4,26,4,750,42.3470967,-71.1414663
"1858013",20,"2007Q2","2_ClassB","0_Unknown",13,24,6,10000,42.3470967,-71.1414663
"1858017",17,"2006Q4","2_ClassB","3_FullService",9,88,3,1150,42.348232,-71.098386
"1858018",14,"2007Q4","2_ClassB","3_FullService",13,88,3,2000,42.348232,-71.098386
"1858020",26.5,"2006Q3","1_ClassA","0_Unknown",15,98,1,8500,42.3485962,-71.0501232
"1858021",26.5,"2006Q2","1_ClassA","0_Unknown",2,0,4,3898,42.3485962,-71.0501232
"1858028",20,"2011Q1","2_ClassB","2_Between",8,104,1,2100,42.3488959,-71.0487572
"1858029",35,"2008Q2","2_ClassB","2_Between",3,8,8,1024,42.3451744,-71.0418614
"1858030",35,"2008Q2","2_ClassB","2_Between",13,6,4,51794,42.3451744,-71.0418614
"1858111",25.5,"2005Q2","1_ClassA","3_FullService",1,21,1,1751,42.3547626,-71.2624076
"1858114",12.63,"2010Q2","3_ClassC","2_Between",1,100,1,1188,42.2798249,-71.4182001
"1858127",18,"2005Q3","3_ClassC","2_Between",8,17,1,1944,42.3470577,-71.2439766
"1858128",18,"2005Q3","3_ClassC","2_Between",2,19,2,800,42.3470577,-71.2439766
"1858132",25,"2005Q3","3_ClassC","2_Between",1,37,2,1647,42.3241768,-71.2612031
"1858135",26,"2011Q1","2_ClassB","2_Between",2,25,4,2600,42.3257979,-71.2533747
"1858149",23.5,"2007Q3","2_ClassB","0_Unknown",0,16,4,1635,42.3510102,-71.2064448
"1858152",29,"2005Q3","2_ClassB","3_FullService",1,17,2,396,42.3423084,-71.1218731
"1858166",22.5,"2006Q3","2_ClassB","2_Between",2,4,2,650,42.2800516,-71.2376898
"1858167",24,"2008Q1","2_ClassB","1_Net",2,5,2,6333,42.2800516,-71.2376898
"1858168",34,"2010Q3","2_ClassB","1_Net",1,8,1,1066,42.2800516,-71.2376898
"1858169",13,"2009Q4","3_ClassC","1_Net",4,86,1,3000,42.2801385,-71.0342344
"1858170",18,"2007Q3","3_ClassC","1_Net",2,72,2,2000,42.267621,-71.015466
"1858174",25,"2007Q2","1_ClassA","0_Unknown",1,1,4,4000,42.351881,-71.057404
"1858176",16,"2010Q2","3_ClassC","3_FullService",1,25,1,1330,42.3519717,-71.1256273
"1858180",30,"2009Q3","2_ClassB","3_FullService",2,24,2,876.5,42.3523076,-71.0670848
"1858181",29,"2011Q3","2_ClassB","3_FullService",5,25,3,880,42.3523076,-71.0670848
"1858184",21,"2005Q4","1_ClassA","3_FullService",9,23,2,7200,42.3538176,-71.053118
"1858185",21,"2005Q4","1_ClassA","3_FullService",7,24,3,5000,42.3538176,-71.053118
"1858186",25,"2006Q2","2_ClassB","3_FullService",4,17,3,1300,42.3539815,-71.0579835
"1858187",24,"2005Q3","2_ClassB","3_FullService",8,15,4,3500,42.3539815,-71.0579835
"1858191",25.5,"2005Q4","2_ClassB","2_Between",14,32,2,5848,42.354719,-71.0591106
"1858195",26,"2008Q4","3_ClassC","3_FullService",8,101,3,1390,42.3469517,-71.1055386
"1858196",7.96,"2009Q4","3_ClassC","3_FullService",12,101,3,1960,42.3469517,-71.1055386
"1858199",22,"2007Q2","2_ClassB","3_FullService",4,9,4,2040,42.364021,-71.059744
"1858200",23,"2011Q2","2_ClassB","3_FullService",5,13,3,395,42.364021,-71.059744
"1858203",23,"2007Q4","2_ClassB","2_Between",12,19,3,3400,42.364542,-71.061701
"1858204",22.5,"2006Q4","2_ClassB","2_Between",8,19,4,3400,42.364542,-71.061701
"1858389",22,"2011Q2","2_ClassB","3_FullService",2,30,3,1200,42.3470967,-71.1414663
"1858390",21,"2007Q3","2_ClassB","2_Between",3,26,4,750,42.3470967,-71.1414663
"1858392",22,"2011Q2","2_ClassB","3_FullService",1,31,3,650,42.3470967,-71.1414663
"1858393",22,"2011Q2","2_ClassB","3_FullService",6,29,3,3250,42.3470967,-71.1414663
"1858470",26.5,"2006Q2","1_ClassA","0_Unknown",14,98,1,9393,42.3485962,-71.0501232
"1858471",26,"2008Q1","2_ClassB","0_Unknown",8,23,1,1180,42.3485975,-71.0931584
"1858473",22,"2007Q2","2_ClassB","1_Net",9,13,3,4500,42.3487384,-71.1517875
"1858476",10,"2009Q1","3_ClassC","1_Net",9,106,2,2750,42.3487834,-71.1542749
"1858477",20,"2011Q3","2_ClassB","2_Between",1,106,5,1711,42.3488959,-71.0487572
"1858478",27.5,"2007Q3","2_ClassB","2_Between",5,7,1,11345,42.3451744,-71.0418614
"1858484",22,"2010Q4","3_ClassC","2_Between",1,91,1,3024,42.346417,-71.050584
"1858485",60,"2005Q3","1_ClassA","0_Unknown",3,3,13,16745,42.3465154,-71.0813515
"1858486",28,"2010Q4","2_ClassB","3_FullService",15,18,1,1415,42.346732,-71.0497215
"1858487",28,"2009Q4","2_ClassB","3_FullService",4,19,5,1557,42.346732,-71.0497215
"1858489",28,"2011Q3","2_ClassB","3_FullService",14,19,3,2177.5,42.346732,-71.0497215
"1858490",38,"2008Q2","2_ClassB","0_Unknown",1,19,3,12907,42.346732,-71.0497215
"1858493",35,"2005Q3","1_ClassA","2_Between",8,9,3,12838,42.346937,-71.080735
"1858495",40,"2005Q3","1_ClassA","2_Between",8,9,25,13570,42.346937,-71.080735
"1858839",52.17,"2008Q2","2_ClassB","3_FullService",1,25,1,598,42.3485975,-71.0931584
"1858844",20,"2011Q4","2_ClassB","2_Between",3,106,2,6000,42.3488959,-71.0487572
"1858845",20,"2010Q4","2_ClassB","2_Between",7,104,2,2260,42.3488959,-71.0487572
"1858846",27.5,"2007Q3","2_ClassB","2_Between",5,7,2,8865,42.3451744,-71.0418614
"1858847",30,"2008Q2","2_ClassB","2_Between",8,7,6,14562,42.3451744,-71.0418614
"1858848",27.5,"2007Q3","2_ClassB","2_Between",12,5,8,18376,42.3451744,-71.0418614
"1858849",15,"2005Q3","3_ClassC","0_Unknown",3,104,2,7700,42.345682,-71.086685
"1858942",26.5,"2006Q2","1_ClassA","0_Unknown",14,98,4,9217,42.3485962,-71.0501232
"1858944",22,"2005Q4","2_ClassB","1_Net",3,13,3,5500,42.3487384,-71.1517875
"1858948",20,"2011Q3","2_ClassB","2_Between",10,104,5,925.5,42.3488959,-71.0487572
"1858949",20,"2011Q4","2_ClassB","1_Net",11,104,1,2629,42.3488959,-71.0487572
"1858950",35,"2008Q2","2_ClassB","2_Between",8,7,2,18040,42.3451744,-71.0418614
"1858951",35,"2008Q2","2_ClassB","2_Between",0,9,7,25409,42.3451744,-71.0418614
"1858952",35,"2008Q2","2_ClassB","2_Between",8,7,5,24977,42.3451744,-71.0418614
"1858957",22,"2010Q3","3_ClassC","2_Between",11,88,1,4645,42.346417,-71.050584
"1858958",65,"2007Q2","1_ClassA","0_Unknown",2,5,5,7186,42.3465154,-71.0813515
"1858959",38,"2008Q2","2_ClassB","0_Unknown",2,18,1,2331,42.346732,-71.0497215
"1858960",28,"2010Q4","2_ClassB","3_FullService",14,18,1,1854,42.346732,-71.0497215
"1858966",45,"2005Q3","1_ClassA","2_Between",1,40,28,6385,42.3472908,-71.0817203
"1858967",37.5,"2005Q2","1_ClassA","2_Between",2,39,4,15388,42.3472908,-71.0817203
"1858968",54,"2006Q4","1_ClassA","2_Between",1,41,33,2688,42.3472908,-71.0817203
"1858969",50,"2006Q3","1_ClassA","2_Between",7,39,23,28077,42.3472908,-71.0817203
"1858970",50,"2006Q4","1_ClassA","2_Between",8,39,19,27555,42.3472908,-71.0817203
"1858971",54,"2006Q3","1_ClassA","2_Between",12,38,33,2943,42.3472908,-71.0817203
"1858972",50,"2007Q1","1_ClassA","0_Unknown",0,42,14,2490,42.3472908,-71.0817203
"1859108",45,"2006Q1","1_ClassA","2_Between",2,11,25,6532,42.346937,-71.080735
"1859109",35,"2005Q2","1_ClassA","2_Between",7,9,5,5566,42.346937,-71.080735
"1859110",35,"2006Q3","1_ClassA","2_Between",12,9,4,12838,42.346937,-71.080735
"1859111",42.5,"2006Q3","1_ClassA","2_Between",6,40,13,10000,42.3472908,-71.0817203
"1859112",37.5,"2005Q4","1_ClassA","2_Between",4,39,3,24715,42.3472908,-71.0817203
"1859113",42.5,"2005Q2","1_ClassA","2_Between",7,38,33,2592,42.3472908,-71.0817203
"1859116",25,"2005Q4","3_ClassC","2_Between",0,37,2,1544,42.3241768,-71.2612031
"1859117",30,"2008Q3","3_ClassC","2_Between",2,40,2,3785,42.3241768,-71.2612031
"1859118",25,"2006Q1","3_ClassC","2_Between",8,36,1,2168,42.3241768,-71.2612031
"1859122",28,"2010Q3","2_ClassB","2_Between",3,24,1,1580,42.3257979,-71.2533747
"1859124",18,"2005Q2","2_ClassB","3_FullService",1,25,1,572,42.3259874,-71.2604293
"1859129",22,"2008Q3","2_ClassB","2_Between",4,37,3,1375,42.346986,-71.243295
"1859131",13.5,"2007Q2","2_ClassB","2_Between",2,22,2,825,42.3481179,-71.5089399
"1859147",21.75,"2006Q2","2_ClassB","2_Between",5,20,2,21352,42.281075,-71.0364608
"1859150",21.75,"2006Q3","2_ClassB","2_Between",2,21,1,1688,42.281075,-71.0364608
"1859153",25.04,"2007Q4","2_ClassB","3_FullService",1,27,2,1054,42.3259874,-71.2604293
"1859154",19.09,"2010Q3","2_ClassB","3_FullService",0,30,1,377,42.3259874,-71.2604293
"1859155",25,"2007Q4","2_ClassB","3_FullService",1,27,2,603,42.3259874,-71.2604293
"1859156",22,"2010Q4","2_ClassB","3_FullService",9,10,1,2136,42.3262037,-71.2604173
"1859162",17,"2005Q2","2_ClassB","2_Between",9,15,3,1554.5,42.2820885,-71.3813139
"1859196",38,"2009Q1","2_ClassB","0_Unknown",3,25,2,8500,42.3242069,-71.2525429
"1859197",26.5,"2011Q3","2_ClassB","3_FullService",1,28,1,3100,42.3242069,-71.2525429
"1859199",22,"2008Q4","2_ClassB","2_Between",3,23,1,1580,42.3257979,-71.2533747
"1859200",24,"2010Q1","2_ClassB","2_Between",0,25,1,549,42.3257979,-71.2533747
"1859222",30,"2009Q2","3_ClassC","2_Between",5,40,2,604,42.3241768,-71.2612031
"1859224",22,"2007Q1","2_ClassB","2_Between",2,21,1,1580,42.3257979,-71.2533747
"1859225",28,"2010Q1","2_ClassB","2_Between",6,23,1,800,42.3257979,-71.2533747
"1859229",18,"2011Q1","2_ClassB","3_FullService",0,41,3,1952,42.346986,-71.243295
"1859230",19,"2011Q3","2_ClassB","2_Between",0,41,4,1673,42.346986,-71.243295
"1859233",13.5,"2006Q4","2_ClassB","0_Unknown",2,22,2,485,42.3481179,-71.5089399
"1859234",13,"2009Q3","2_ClassB","2_Between",6,24,2,600,42.3481179,-71.5089399
"1859237",12.5,"2010Q3","1_ClassA","2_Between",8,20,3,12556,42.349071,-71.58028
"1859239",12.5,"2011Q1","3_ClassC","1_Net",6,24,1,6512,42.2789462,-71.4203654
"1859248",19.5,"2010Q4","3_ClassC","3_FullService",1,33,2,400,42.280234,-71.415354
"1859249",21.75,"2006Q2","2_ClassB","2_Between",5,20,3,24613,42.281075,-71.0364608
"1859251",15.92,"2009Q3","2_ClassB","2_Between",3,28,2,603,42.3259874,-71.2604293
"1859252",19.44,"2010Q1","2_ClassB","2_Between",2,29,1,432,42.3259874,-71.2604293
"1859254",17.69,"2009Q1","2_ClassB","2_Between",5,27,2,1424,42.3259874,-71.2604293
"1859255",26,"2009Q4","2_ClassB","3_FullService",2,11,2,1250,42.3262037,-71.2604173
"1859256",27,"2008Q2","2_ClassB","3_FullService",2,9,1,4200,42.3262037,-71.2604173
"1859257",26.18,"2007Q4","2_ClassB","3_FullService",2,9,1,550,42.3262037,-71.2604173
"1859259",13.5,"2007Q3","3_ClassC","2_Between",6,106,2,800,42.2813417,-71.2347834
"1859263",17,"2007Q3","2_ClassB","2_Between",2,19,1,2642,42.2820885,-71.3813139
"1859264",16,"2011Q1","2_ClassB","2_Between",12,20,3,1465,42.2820885,-71.3813139
"1859265",16.5,"2009Q1","2_ClassB","2_Between",5,19,3,1560,42.2820885,-71.3813139
"1859266",16.5,"2009Q1","2_ClassB","2_Between",4,20,2,1660,42.2820885,-71.3813139
"1859354",17.65,"2005Q3","3_ClassC","1_Net",3,27,1,900,42.280234,-71.415354
"1859356",19.09,"2010Q4","2_ClassB","3_FullService",1,30,1,377,42.3259874,-71.2604293
"1859360",19.1,"2011Q3","2_ClassB","3_FullService",1,31,1,377,42.3259874,-71.2604293
"1859362",18,"2009Q3","2_ClassB","2_Between",7,27,2,600,42.3259874,-71.2604293
"1859506",37.5,"2005Q4","1_ClassA","2_Between",4,39,4,2500,42.3472908,-71.0817203
"1859513",27,"2009Q3","2_ClassB","2_Between",10,97,3,3448.5,42.3486408,-71.0911411
"1859521",30,"2006Q4","2_ClassB","2_Between",1,26,4,1780,42.349593,-71.080261
"1859522",20,"2011Q3","2_ClassB","2_Between",10,104,4,2539,42.3488959,-71.0487572
"1859523",20,"2010Q4","2_ClassB","2_Between",7,104,2,3656.5,42.3488959,-71.0487572
"1859524",20,"2011Q3","2_ClassB","2_Between",1,106,5,1375,42.3488959,-71.0487572
"1859525",20,"2011Q3","2_ClassB","2_Between",2,106,4,1033,42.3488959,-71.0487572
"1859541",50,"2007Q1","1_ClassA","2_Between",9,39,20,28077,42.3472908,-71.0817203
"1859542",50,"2006Q3","1_ClassA","2_Between",7,39,22,9468,42.3472908,-71.0817203
"1859543",50,"2007Q1","1_ClassA","2_Between",9,39,22,3667,42.3472908,-71.0817203
"1859547",22,"2007Q3","2_ClassB","3_FullService",5,96,2,2800,42.3486408,-71.0911411
"1859550",58,"2008Q2","2_ClassB","0_Unknown",0,98,1,1287,42.3486408,-71.0911411
"1859555",20,"2011Q3","2_ClassB","2_Between",3,105,4,1711,42.3488959,-71.0487572
"1859556",20,"2010Q4","2_ClassB","2_Between",7,104,5,2160.5,42.3488959,-71.0487572
"1859566",30,"2007Q2","2_ClassB","0_Unknown",2,17,5,1455,42.346732,-71.0497215
"1859567",38,"2007Q4","2_ClassB","0_Unknown",1,18,1,2664,42.346732,-71.0497215
"1859571",32.5,"2005Q3","1_ClassA","2_Between",8,9,2,7000,42.346937,-71.080735
"1859572",37.5,"2005Q4","1_ClassA","2_Between",4,39,5,24504,42.3472908,-71.0817203
"1859574",47.5,"2006Q1","1_ClassA","2_Between",10,38,33,2765,42.3472908,-71.0817203
"1859575",37.5,"2005Q3","1_ClassA","2_Between",3,39,4,6827,42.3472908,-71.0817203
"1859576",39,"2005Q4","1_ClassA","2_Between",6,39,14,4693,42.3472908,-71.0817203
"1859586",20,"2011Q2","2_ClassB","2_Between",2,105,4,1852,42.3488959,-71.0487572
"1859587",20,"2011Q2","2_ClassB","2_Between",9,104,4,485,42.3488959,-71.0487572
"1859706",21.75,"2006Q3","2_ClassB","2_Between",1,21,1,3991,42.281075,-71.0364608
"1859716",16,"2006Q3","2_ClassB","1_Net",8,84,2,1300,42.3313028,-71.0828149
"1859717",19,"2006Q3","2_ClassB","1_Net",8,84,3,1550,42.3313028,-71.0828149
"1859780",18.86,"2010Q4","2_ClassB","3_FullService",11,28,2,1018,42.3259874,-71.2604293
"1859781",25,"2011Q4","2_ClassB","3_FullService",0,13,1,1000,42.3262037,-71.2604173
"1859784",17,"2005Q3","2_ClassB","2_Between",1,17,1,2642,42.2820885,-71.3813139
"1859785",17,"2006Q3","2_ClassB","2_Between",14,15,3,1440,42.2820885,-71.3813139
"1859798",27,"2008Q3","2_ClassB","1_Net",5,40,2,800,42.3711693,-71.1150257
"1859799",8,"2011Q3","3_ClassC","2_Between",11,91,3,1440,42.284672,-71.421905
"1859801",16,"2007Q3","2_ClassB","1_Net",2,20,2,800,42.288149,-71.333544
"1859859",8,"2011Q3","3_ClassC","2_Between",11,91,2,1440,42.284672,-71.421905
"1859872",21,"2009Q1","3_ClassC","3_FullService",1,38,1,420,42.32823,-71.405157
"1859873",23.5,"2008Q3","2_ClassB","0_Unknown",6,21,2,1620,42.3285301,-71.195474
"1859875",23,"2005Q2","2_ClassB","3_FullService",3,19,2,4650,42.3300187,-71.1851391
"1859876",29,"2006Q1","2_ClassB","2_Between",1,20,1,1564,42.3300187,-71.1851391
"1859882",14.5,"2008Q1","3_ClassC","1_Net",3,7,2,1150,42.2789917,-71.409543
"1859888",24,"2005Q4","2_ClassB","3_FullService",2,21,2,1908,42.2807248,-71.2348261
"1859892",19,"2005Q3","3_ClassC","3_FullService",2,1,2,562,42.2911275,-71.2377614
"1859894",28.5,"2007Q2","1_ClassA","2_Between",9,19,3,8692,42.292143,-71.199915
"1859896",18,"2008Q4","3_ClassC","2_Between",14,105,2,400,42.2938292,-71.2357692
"1859897",27.5,"2006Q4","2_ClassB","3_FullService",0,4,3,1440,42.2938627,-71.1983327
"1859932",25.5,"2009Q4","2_ClassB","3_FullService",1,11,2,2901,42.3262037,-71.2604173
"1859933",26.18,"2009Q4","2_ClassB","3_FullService",5,10,1,550,42.3262037,-71.2604173
"1859935",21.75,"2006Q2","2_ClassB","2_Between",5,20,4,24612,42.281075,-71.0364608
"1859950",20,"2006Q1","2_ClassB","2_Between",1,22,1,3524,42.2848251,-71.0312513
"1859953",18,"2011Q1","2_ClassB","3_FullService",12,25,1,1555,42.2848251,-71.0312513
"1859990",25.5,"2006Q1","2_ClassB","3_FullService",1,21,2,1908,42.2807248,-71.2348261
"1860046",16.56,"2011Q4","3_ClassC","3_FullService",2,41,1,500,42.32823,-71.405157
"1860053",15,"2008Q3","1_ClassA","2_Between",4,19,2,14211,42.349071,-71.58028
"1860055",14.5,"2008Q1","3_ClassC","1_Net",3,7,1,1150,42.2789917,-71.409543
"1860057",14.18,"2010Q4","2_ClassB","2_Between",5,24,2,677,42.279635,-70.869506
"1860058",18,"2011Q2","3_ClassC","3_FullService",4,82,2,400,42.280706,-71.2358309
"1860070",20.29,"2009Q1","3_ClassC","3_FullService",1,38,1,420,42.32823,-71.405157
"1860077",25,"2005Q3","3_ClassC","3_FullService",7,43,2,1500,42.3302913,-71.1250154
"1860080",12.5,"2010Q4","1_ClassA","2_Between",7,21,1,5226,42.349071,-71.58028
"1860088",24,"2005Q2","2_ClassB","3_FullService",0,21,2,1663,42.2807248,-71.2348261
"1860090",28.5,"2007Q4","1_ClassA","2_Between",13,18,3,13694,42.292143,-71.199915
"1860091",28.5,"2007Q2","1_ClassA","2_Between",3,20,1,10012,42.292143,-71.199915
"1860095",27.5,"2007Q2","2_ClassB","3_FullService",2,4,3,2000,42.2938627,-71.1983327
"1860104",16.5,"2007Q2","2_ClassB","3_FullService",2,4,1,2537,42.2938627,-71.1983327
"1860166",16.13,"2009Q2","3_ClassC","2_Between",5,4,3,1302,42.2911275,-71.2377614
"1860177",27.5,"2007Q2","2_ClassB","3_FullService",2,4,1,1730,42.2938627,-71.1983327
"1860223",30.92,"2007Q1","2_ClassB","3_FullService",1,22,1,388,42.2807248,-71.2348261
"1860227",20,"2010Q3","2_ClassB","2_Between",3,23,2,566,42.2827126,-71.3841406
"1860229",19,"2005Q4","2_ClassB","2_Between",2,19,2,689,42.2827126,-71.3841406
"1860231",20,"2006Q3","2_ClassB","2_Between",1,20,2,476,42.2827126,-71.3841406
"1860241",19,"2011Q2","2_ClassB","3_FullService",6,29,1,6488,42.2826973,-71.3875353
"1860243",18,"2005Q4","2_ClassB","2_Between",7,18,2,1416,42.2827126,-71.3841406
"1860244",19,"2005Q2","2_ClassB","2_Between",3,18,2,530,42.2827126,-71.3841406
"1860245",19.5,"2009Q4","2_ClassB","3_FullService",4,22,2,566,42.2827126,-71.3841406
"1860247",19,"2005Q4","2_ClassB","2_Between",2,19,1,385,42.2827126,-71.3841406
"1860249",20,"2008Q1","2_ClassB","2_Between",3,21,2,530,42.2827126,-71.3841406
"1860257",17,"2005Q4","2_ClassB","2_Between",4,21,1,12671,42.3335702,-71.5888458
"1860284",16,"2011Q1","2_ClassB","3_FullService",2,8,1,1283,42.2938627,-71.1983327
"1860292",22.5,"2011Q2","2_ClassB","3_FullService",3,36,2,400,42.0242846,-70.6828108
"1860306",19.5,"2009Q4","2_ClassB","3_FullService",1,23,2,1458,42.2827126,-71.3841406
"1860314",18,"2005Q3","2_ClassB","2_Between",4,22,2,11405,42.3323115,-71.5870298
"1860317",17,"2006Q1","2_ClassB","2_Between",5,21,1,14164.5,42.3335702,-71.5888458
"1860318",17,"2005Q4","2_ClassB","2_Between",4,21,2,13150,42.3335702,-71.5888458
"1860440",16.5,"2011Q4","2_ClassB","2_Between",0,4,1,1400,42.3333356,-71.0556827
"1860441",15,"2010Q4","2_ClassB","3_FullService",4,2,2,4000,42.3333356,-71.0556827
"1860482",17,"2005Q4","2_ClassB","2_Between",4,21,2,15856.5,42.3335702,-71.5888458
"1860496",25,"2008Q1","2_ClassB","3_FullService",5,22,2,600,42.454989,-71.375114
"1860584",25,"2008Q1","2_ClassB","3_FullService",2,23,2,900,42.454989,-71.375114
"1860602",12,"2008Q1","2_ClassB","1_Net",9,106,1,6400,42.3333356,-71.0556827
"1860652",12,"2008Q1","2_ClassB","1_Net",12,106,3,5700,42.3333356,-71.0556827
"1860660",49,"2006Q3","1_ClassA","2_Between",4,11,25,7038,42.346937,-71.080735
"1860661",50,"2006Q4","1_ClassA","2_Between",8,39,18,27954,42.3472908,-71.0817203
"1860663",42.5,"2005Q4","1_ClassA","2_Between",9,38,33,4140,42.3472908,-71.0817203
"1860664",50,"2006Q4","1_ClassA","2_Between",8,39,22,14942,42.3472908,-71.0817203
"1860731",19.85,"2009Q4","3_ClassC","3_FullService",1,39,1,420,42.32823,-71.405157
"1860732",20.28,"2010Q1","3_ClassC","3_FullService",4,39,1,420,42.32823,-71.405157
"1860740",14,"2005Q2","1_ClassA","2_Between",1,17,1,4832,42.349071,-71.58028
"1860746",19,"2008Q4","2_ClassB","3_FullService",3,12,2,3589,42.2916134,-71.2347698
"1860748",28.5,"2007Q2","1_ClassA","2_Between",4,20,3,7766,42.292143,-71.199915
"1860749",25,"2005Q2","1_ClassA","2_Between",3,18,1,8243,42.292143,-71.199915
"1860751",12,"2006Q2","2_ClassB","1_Net",13,9,1,7250,42.292673,-71.198399
"1860753",25,"2009Q2","2_ClassB","3_FullService",7,5,3,2845,42.2938627,-71.1983327
"1860755",18,"2005Q3","2_ClassB","2_Between",2,3,1,963,42.2938627,-71.1983327
"1860762",15.75,"2006Q3","2_ClassB","0_Unknown",2,4,1,2537,42.2938627,-71.1983327
"1860763",27.5,"2007Q3","2_ClassB","3_FullService",3,4,1,2270,42.2938627,-71.1983327
"1860767",27.61,"2010Q1","2_ClassB","2_Between",1,24,1,1521,42.4554713,-71.3975858
"1860779",18,"2006Q3","2_ClassB","2_Between",7,21,2,20149,42.3335702,-71.5888458
"1860780",29,"2011Q2","2_ClassB","3_FullService",1,71,2,1683,42.334196,-71.1187326
"1860782",20,"2007Q4","2_ClassB","2_Between",10,3,4,850,42.3360058,-71.5416309
"1860794",24.5,"2005Q4","1_ClassA","3_FullService",1,21,5,6592,42.35501,-71.061302
"1860795",40,"2009Q3","1_ClassA","2_Between",5,8,10,5859,42.3550167,-71.0566877
"1860796",34,"2006Q1","1_ClassA","3_FullService",5,4,13,3620,42.3550167,-71.0566877
"1860799",40,"2006Q1","2_ClassB","1_Net",1,15,1,4518,42.355566,-71.058838
"1860850",23,"2005Q3","1_ClassA","0_Unknown",0,21,1,6000,42.35501,-71.061302
"1860851",38.5,"2008Q1","1_ClassA","1_Net",7,22,1,4571,42.35501,-71.061302
"1860852",26.5,"2007Q1","1_ClassA","3_FullService",6,21,4,4666,42.35501,-71.061302
"1860853",27,"2007Q1","1_ClassA","3_FullService",6,21,2,8130,42.35501,-71.061302
"1860854",43,"2005Q4","1_ClassA","3_FullService",2,5,22,2500,42.3550167,-71.0566877
"1860856",39,"2006Q4","1_ClassA","3_FullService",1,6,10,5859,42.3550167,-71.0566877
"1860857",34,"2006Q3","1_ClassA","3_FullService",5,5,8,5786,42.3550167,-71.0566877
"1860858",32,"2006Q1","1_ClassA","3_FullService",4,5,7,4050,42.3550167,-71.0566877
"1860859",38,"2006Q1","1_ClassA","3_FullService",1,5,21,3018,42.3550167,-71.0566877
"1860862",27.5,"2006Q1","2_ClassB","2_Between",3,23,5,1623,42.3552328,-71.0580511
"1860864",34,"2009Q1","2_ClassB","3_FullService",2,18,2,5000,42.355566,-71.058838
"1860870",27,"2011Q1","2_ClassB","2_Between",14,0,9,2706,42.356172,-71.057547
"1860871",19.5,"2005Q3","2_ClassB","0_Unknown",6,94,4,518,42.356024,-71.061295
"1860873",35,"2009Q4","2_ClassB","1_Net",3,2,1,2000,42.356172,-71.057547
"1860878",45,"2008Q4","1_ClassA","2_Between",13,5,3,2902,42.3562499,-71.0564062
"1860879",35,"2009Q4","1_ClassA","2_Between",3,9,3,2902,42.3562499,-71.0564062
"1860883",27.5,"2005Q4","2_ClassB","2_Between",6,3,10,4180,42.356436,-71.057967
"1860884",27.5,"2006Q1","2_ClassB","2_Between",1,4,7,1842,42.356436,-71.057967
